"","x"
"44529",NA
"44530",NA
"44531",NA
"44532",NA
"44533",NA
"44534",NA
"44535",NA
"44536",NA
"44537",NA
"44538",NA
"44539",NA
"44540",NA
"44541",NA
"44542",NA
"44543",NA
"44544",NA
"44545",NA
"44546",NA
"44547",NA
"44548",NA
"44549",NA
"44550",NA
"44551",NA
"44552",NA
"44553",NA
"44554",NA
"44555",NA
"44556",NA
"44557",NA
"44558",NA
"44559",NA
"44560",NA
"44561",NA
"44562",NA
"44563",NA
"44564",NA
"44565",NA
"44566",NA
"44567",NA
"44568",NA
"44569",NA
"44570",NA
"44571",NA
"44572",NA
"44573",NA
"44574",NA
"44575",NA
"44576",NA
"44577",NA
"44578",NA
"44579",NA
"44580",NA
"44581",NA
"44582",NA
"44583",NA
"44584",NA
"44585",NA
"44586",NA
"44587",NA
"44588",NA
"44589",NA
"44590",NA
"44591",NA
"44592",NA
"44593",NA
"44594",NA
"44595",NA
"44596",NA
"44597",NA
"44598",NA
"44599",NA
"44600",NA
"44601",NA
"44602",NA
"44603",NA
"44604",NA
"44605",NA
"44606",NA
"44607",NA
"44608",NA
"44609",NA
"44610",NA
"44611",NA
"44612",NA
"44613",NA
"44614",NA
"44615",NA
"44616",NA
"44617",NA
"44618",NA
"44619",NA
"44620",NA
"44621",NA
"44622",NA
"44623",NA
"44624",NA
"44625",NA
"44626",NA
"44627",NA
"44628",NA
"44629",NA
"44630",NA
"44631",NA
"44632",NA
"44633",NA
"44634",NA
"44635",NA
"44636",NA
"44637",NA
"44638",NA
"44639",NA
"44640",NA
"44641",NA
"44642",NA
"44643",NA
"44644",NA
"44645",NA
"44646",NA
"44647",NA
"44648",NA
"44649",NA
"44650",NA
"44651",NA
"44652",NA
"44653",NA
"44654",NA
"44655",NA
"44656",NA
"44657",NA
"44658",NA
"44659",NA
"44660",NA
"44661",NA
"44662",NA
"44663",NA
"44664",NA
"44665",NA
"44666",NA
"44667",NA
"44668",NA
"44669",NA
"44670",NA
"44671",NA
"44672",NA
"44673",NA
"44674",NA
"44675",NA
"44676",NA
"44677",NA
"44678",NA
"44679",NA
"44680",NA
"44681",NA
"44682",NA
"44683",NA
"44684",NA
"44685",NA
"44686",NA
"44687",NA
"44688",NA
"44689",NA
"44690",NA
"44691",NA
"44692",NA
"44693",NA
"44694",NA
"44695",NA
"44696",NA
"44697",NA
"44698",NA
"44699",NA
"44700",NA
"44701",NA
"44702",NA
"44703",NA
"44704",NA
"44705",NA
"44706",NA
"44707",NA
"44708",NA
"44709",NA
"44710",NA
"44711",NA
"44712",NA
"44713",NA
"44714",NA
"44715",NA
"44716",NA
"44717",NA
"44718",NA
"44719",NA
"44720",NA
"44721",NA
"44722",NA
"44723",NA
"44724",NA
"44725",NA
"44726",NA
"44727",NA
"44728",NA
"44729",NA
"44730",NA
"44731",NA
"44732",NA
"44733",NA
"44734",NA
"44735",NA
"44736",NA
"44737",NA
"44738",NA
"44739",NA
"44740",NA
"44741",NA
"44742",NA
"44743",NA
"44744",NA
"44745",NA
"44746",NA
"44747",NA
"44748",NA
"44749",NA
"44750",NA
"44751",NA
"44752",NA
"44753",NA
"44754",NA
"44755",NA
"44756",NA
"44757",NA
"44758",NA
"44759",NA
"44760",NA
"44761",NA
"44762",NA
"44763",NA
"44764",NA
"44765",NA
"44766",NA
"44767",NA
"44768",NA
"44769",NA
"44770",NA
"44771",NA
"44772",NA
"44773",NA
"44774",NA
"44775",NA
"44776",NA
"44777",NA
"44778",NA
"44779",NA
"44780",NA
"44781",NA
"44782",NA
"44783",NA
"44784",NA
"44785",NA
"44786",NA
"44787",NA
"44788",NA
"44789",NA
"44790",NA
"44791",NA
"44792",NA
"44793",NA
"44794",NA
"44795",NA
"44796",NA
"44797",NA
"44798",NA
"44799",NA
"44800",NA
"44801",NA
"44802",NA
"44803",NA
"44804",NA
"44805",NA
"44806",NA
"44807",NA
"44808",NA
"44809",NA
"44810",NA
"44811",NA
"44812",NA
"44813",NA
"44814",NA
"44815",NA
"44816",NA
"44817",NA
"44818",NA
"44819",NA
"44820",NA
"44821",NA
"44822",NA
"44823",NA
"44824",NA
"44825",NA
"44826",NA
"44827",NA
"44828",NA
"44829",NA
"44830",NA
"44831",NA
"44832",NA
"44833",NA
"44834",NA
"44835",NA
"44836",NA
"44837",NA
"44838",NA
"44839",NA
"44840",NA
"44841",NA
"44842",NA
"44843",NA
"44844",NA
"44845",NA
"44846",NA
"44847",NA
"44848",NA
"44849",NA
"44850",NA
"44851",NA
"44852",NA
"44853",NA
"44854",NA
"44855",NA
"44856",NA
"44857",NA
"44858",NA
"44859",NA
"44860",NA
"44861",NA
"44862",NA
"44863",NA
"44864",NA
"44865",NA
"44866",NA
"44867",NA
"44868",NA
"44869",NA
"44870",NA
"44871",NA
"44872",NA
"44873",NA
"44874",NA
"44875",NA
"44876",NA
"44877",NA
"44878",NA
"44879",NA
"44880",NA
"44881",NA
"44882",NA
"44883",NA
"44884",NA
"44885",NA
"44886",NA
"44887",NA
"44888",NA
"44889",NA
"44890",NA
"44891",NA
"44892",NA
"44893",NA
"44894",NA
"44895",NA
"44896",NA
"44897",NA
"44898",NA
"44899",NA
"44900",NA
"44901",NA
"44902",NA
"44903",NA
"44904",NA
"44905",NA
"44906",NA
"44907",NA
"44908",NA
"44909",NA
"44910",NA
"44911",NA
"44912",NA
"44913",NA
"44914",NA
"44915",NA
"44916",NA
"44917",NA
"44918",NA
"44919",NA
"44920",NA
"44921",NA
"44922",NA
"44923",NA
"44924",NA
"44925",NA
"44926",NA
"44927",NA
"44928",NA
"44929",NA
"44930",NA
"44931",NA
"44932",NA
"44933",NA
"44934",NA
"44935",NA
"44936",NA
"44937",NA
"44938",NA
"44939",NA
"44940",NA
"44941",NA
"44942",NA
"44943",NA
"44944",NA
"44945",NA
"44946",NA
"44947",NA
"44948",NA
"44949",NA
"44950",NA
"44951",NA
"44952",NA
"44953",NA
"44954",NA
"44955",NA
"44956",NA
"44957",NA
"44958",NA
"44959",NA
"44960",NA
"44961",NA
"44962",NA
"44963",NA
"44964",NA
"44965",NA
"44966",NA
"44967",NA
"44968",NA
"44969",NA
"44970",NA
"44971",NA
"44972",NA
"44973",NA
"44974",NA
"44975",NA
"44976",NA
"44977",NA
"44978",NA
"44979",NA
"44980",NA
"44981",NA
"44982",NA
"44983",NA
"44984",NA
"44985",NA
"44986",NA
"44987",NA
"44988",NA
"44989",NA
"44990",NA
"44991",NA
"44992",NA
"44993",NA
"44994",NA
"44995",NA
"44996",NA
"44997",NA
"44998",NA
"44999",NA
"45000",NA
"45001",NA
"45002",NA
"45003",NA
"45004",NA
"45005",NA
"45006",NA
"45007",NA
"45008",NA
"45009",NA
"45010",NA
"45011",NA
"45012",NA
"45013",NA
"45014",NA
"45015",NA
"45016",NA
"45017",NA
"45018",NA
"45019",NA
"45020",NA
"45021",NA
"45022",NA
"45023",NA
"45024",NA
"45025",NA
"45026",NA
"45027",NA
"45028",NA
"45029",NA
"45030",NA
"45031",NA
"45032",NA
"45033",NA
"45034",NA
"45035",NA
"45036",NA
"45037",NA
"45038",NA
"45039",NA
"45040",NA
"45041",NA
"45042",NA
"45043",NA
"45044",NA
"45045",NA
"45046",NA
"45047",NA
"45048",NA
"45049",NA
"45050",NA
"45051",NA
"45052",NA
"45053",NA
"45054",NA
"45055",NA
"45056",NA
"45057",NA
"45058",NA
"45059",NA
"45060",NA
"45061",NA
"45062",NA
"45063",NA
"45064",NA
"45065",NA
"45066",NA
"45067",NA
"45068",NA
"45069",NA
"45070",NA
"45071",NA
"45072",NA
"45073",NA
"45074",NA
"45075",NA
"45076",NA
"45077",NA
"45078",NA
"45079",NA
"45080",NA
"45081",NA
"45082",NA
"45083",NA
"45084",NA
"45085",NA
"45086",NA
"45087",NA
"45088",NA
"45089",NA
"45090",NA
"45091",NA
"45092",NA
"45093",NA
"45094",NA
"45095",NA
"45096",NA
"45097",NA
"45098",NA
"45099",NA
"45100",NA
"45101",NA
"45102",NA
"45103",NA
"45104",NA
"45105",NA
"45106",NA
"45107",NA
"45108",NA
"45109",NA
"45110",NA
"45111",NA
"45112",NA
"45113",NA
"45114",NA
"45115",NA
"45116",NA
"45117",NA
"45118",NA
"45119",NA
"45120",NA
"45121",NA
"45122",NA
"45123",NA
"45124",NA
"45125",NA
"45126",NA
"45127",NA
"45128",NA
"45129",NA
"45130",NA
"45131",NA
"45132",NA
"45133",NA
"45134",NA
"45135",NA
"45136",NA
"45137",NA
"45138",NA
"45139",NA
"45140",NA
"45141",NA
"45142",NA
"45143",NA
"45144",NA
"45145",NA
"45146",NA
"45147",NA
"45148",NA
"45149",NA
"45150",NA
"45151",NA
"45152",NA
"45153",NA
"45154",NA
"45155",NA
"45156",NA
"45157",NA
"45158",NA
"45159",NA
"45160",NA
"45161",NA
"45162",NA
"45163",NA
"45164",NA
"45165",NA
"45166",NA
"45167",NA
"45168",NA
"45169",NA
"45170",NA
"45171",NA
"45172",NA
"45173",NA
"45174",NA
"45175",NA
"45176",NA
"45177",NA
"45178",NA
"45179",NA
"45180",NA
"45181",NA
"45182",NA
"45183",NA
"45184",NA
"45185",NA
"45186",NA
"45187",NA
"45188",NA
"45189",NA
"45190",NA
"45191",NA
"45192",NA
"45193",NA
"45194",NA
"45195",NA
"45196",NA
"45197",NA
"45198",NA
"45199",NA
"45200",NA
"45201",NA
"45202",NA
"45203",NA
"45204",NA
"45205",NA
"45206",NA
"45207",NA
"45208",NA
"45209",NA
"45210",NA
"45211",NA
"45212",NA
"45213",NA
"45214",NA
"45215",NA
"45216",NA
"45217",NA
"45218",NA
"45219",NA
"45220",NA
"45221",NA
"45222",NA
"45223",NA
"45224",NA
"45225",NA
"45226",NA
"45227",NA
"45228",NA
"45229",NA
"45230",NA
"45231",NA
"45232",NA
"45233",NA
"45234",NA
"45235",NA
"45236",NA
"45237",NA
"45238",NA
"45239",NA
"45240",NA
"45241",NA
"45242",NA
"45243",NA
"45244",NA
"45245",NA
"45246",NA
"45247",NA
"45248",NA
"45249",NA
"45250",NA
"45251",NA
"45252",NA
"45253",NA
"45254",NA
"45255",NA
"45256",NA
"45257",NA
"45258",NA
"45259",NA
"45260",NA
"45261",NA
"45262",NA
"45263",NA
"45264",NA
"45265",NA
"45266",NA
"45267",NA
"45268",NA
"45269",NA
"45270",NA
"45271",NA
"45272",NA
"45273",NA
"45274",NA
"45275",NA
"45276",NA
"45277",NA
"45278",NA
"45279",NA
"45280",NA
"45281",NA
"45282",NA
"45283",NA
"45284",NA
"45285",NA
"45286",NA
"45287",NA
"45288",NA
"45289",NA
"45290",NA
"45291",NA
"45292",NA
"45293",NA
"45294",NA
"45295",NA
"45296",NA
"45297",NA
"45298",NA
"45299",NA
"45300",NA
"45301",NA
"45302",NA
"45303",NA
"45304",NA
"45305",NA
"45306",NA
"45307",NA
"45308",NA
"45309",NA
"45310",NA
"45311",NA
"45312",NA
"45313",NA
"45314",NA
"45315",NA
"45316",NA
"45317",NA
"45318",NA
"45319",NA
"45320",NA
"45321",NA
"45322",NA
"45323",NA
"45324",NA
"45325",NA
"45326",NA
"45327",NA
"45328",NA
"45329",NA
"45330",NA
"45331",NA
"45332",NA
"45333",NA
"45334",NA
"45335",NA
"45336",NA
"45337",NA
"45338",NA
"45339",NA
"45340",NA
"45341",NA
"45342",NA
"45343",NA
"45344",NA
"45345",NA
"45346",NA
"45347",NA
"45348",NA
"45349",NA
"45350",NA
"45351",NA
"45352",NA
"45353",NA
"45354",NA
"45355",NA
"45356",NA
"45357",NA
"45358",NA
"45359",NA
"45360",NA
"45361",NA
"45362",NA
"45363",NA
"45364",NA
"45365",NA
"45366",NA
"45367",NA
"45368",NA
"45369",NA
"45370",NA
"45371",NA
"45372",NA
"45373",NA
"45374",NA
"45375",NA
"45376",NA
"45377",NA
"45378",NA
"45379",NA
"45380",NA
"45381",NA
"45382",NA
"45383",NA
"45384",NA
"45385",NA
"45386",NA
"45387",NA
"45388",NA
"45389",NA
"45390",NA
"45391",NA
"45392",NA
"45393",NA
"45394",NA
"45395",NA
"45396",NA
"45397",NA
"45398",NA
"45399",NA
"45400",NA
"45401",NA
"45402",NA
"45403",NA
"45404",NA
"45405",NA
"45406",NA
"45407",NA
"45408",NA
"45409",NA
"45410",NA
"45411",NA
"45412",NA
"45413",NA
"45414",NA
"45415",NA
"45416",NA
"45417",NA
"45418",NA
"45419",NA
"45420",NA
"45421",NA
"45422",NA
"45423",NA
"45424",NA
"45425",NA
"45426",NA
"45427",NA
"45428",NA
"45429",NA
"45430",NA
"45431",NA
"45432",NA
"45433",NA
"45434",NA
"45435",NA
"45436",NA
"45437",NA
"45438",NA
"45439",NA
"45440",NA
"45441",NA
"45442",NA
"45443",NA
"45444",NA
"45445",NA
"45446",NA
"45447",NA
"45448",NA
"45449",NA
"45450",NA
"45451",NA
"45452",NA
"45453",NA
"45454",NA
"45455",NA
"45456",NA
"45457",NA
"45458",NA
"45459",NA
"45460",NA
"45461",NA
"45462",NA
"45463",NA
"45464",NA
"45465",NA
"45466",NA
"45467",NA
"45468",NA
"45469",NA
"45470",NA
"45471",NA
"45472",NA
"45473",NA
"45474",NA
"45475",NA
"45476",NA
"45477",NA
"45478",NA
"45479",NA
"45480",NA
"45481",NA
"45482",NA
"45483",NA
"45484",NA
"45485",NA
"45486",NA
"45487",NA
"45488",NA
"45489",NA
"45490",NA
"45491",NA
"45492",NA
"45493",NA
"45494",NA
"45495",NA
"45496",NA
"45497",NA
"45498",NA
"45499",NA
"45500",NA
"45501",NA
"45502",NA
"45503",NA
"45504",NA
"45505",NA
"45506",NA
"45507",NA
"45508",NA
"45509",NA
"45510",NA
"45511",NA
"45512",NA
"45513",NA
"45514",NA
"45515",NA
"45516",NA
"45517",NA
"45518",NA
"45519",NA
"45520",NA
"45521",NA
"45522",NA
"45523",NA
"45524",NA
"45525",NA
"45526",NA
"45527",NA
"45528",NA
"45529",NA
"45530",NA
"45531",NA
"45532",NA
"45533",NA
"45534",NA
"45535",NA
"45536",NA
"45537",NA
"45538",NA
"45539",NA
"45540",NA
"45541",NA
"45542",NA
"45543",NA
"45544",NA
"45545",NA
"45546",NA
"45547",NA
"45548",NA
"45549",NA
"45550",NA
"45551",NA
"45552",NA
"45553",NA
"45554",NA
"45555",NA
"45556",NA
"45557",NA
"45558",NA
"45559",NA
"45560",NA
"45561",NA
"45562",NA
"45563",NA
"45564",NA
"45565",NA
"45566",NA
"45567",NA
"45568",NA
"45569",NA
"45570",NA
"45571",NA
"45572",NA
"45573",NA
"45574",NA
"45575",NA
"45576",NA
"45577",NA
"45578",NA
"45579",NA
"45580",NA
"45581",NA
"45582",NA
"45583",NA
"45584",NA
"45585",NA
"45586",NA
"45587",NA
"45588",NA
"45589",NA
"45590",NA
"45591",NA
"45592",NA
"45593",NA
"45594",NA
"45595",NA
"45596",NA
"45597",NA
"45598",NA
"45599",NA
"45600",NA
"45601",NA
"45602",NA
"45603",NA
"45604",NA
"45605",NA
"45606",NA
"45607",NA
"45608",NA
"45609",NA
"45610",NA
"45611",NA
"45612",NA
"45613",NA
"45614",NA
"45615",NA
"45616",NA
"45617",NA
"45618",NA
"45619",NA
"45620",NA
"45621",NA
"45622",NA
"45623",NA
"45624",NA
"45625",NA
"45626",NA
"45627",NA
"45628",NA
"45629",NA
"45630",NA
"45631",NA
"45632",NA
"45633",NA
"45634",NA
"45635",NA
"45636",NA
"45637",NA
"45638",NA
"45639",NA
"45640",NA
"45641",NA
"45642",NA
"45643",NA
"45644",NA
"45645",NA
"45646",NA
"45647",NA
"45648",NA
"45649",NA
"45650",NA
"45651",NA
"45652",NA
"45653",NA
"45654",NA
"45655",NA
"45656",NA
"45657",NA
"45658",NA
"45659",NA
"45660",NA
"45661",NA
"45662",NA
"45663",NA
"45664",NA
"45665",NA
"45666",NA
"45667",NA
"45668",NA
"45669",NA
"45670",NA
"45671",NA
"45672",NA
"45673",NA
"45674",NA
"45675",NA
"45676",NA
"45677",NA
"45678",NA
"45679",NA
"45680",NA
"45681",NA
"45682",NA
"45683",NA
"45684",NA
"45685",NA
"45686",NA
"45687",NA
"45688",NA
"45689",NA
"45690",NA
"45691",NA
"45692",NA
"45693",NA
"45694",NA
"45695",NA
"45696",NA
"45697",NA
"45698",NA
"45699",NA
"45700",NA
"45701",NA
"45702",NA
"45703",NA
"45704",NA
"45705",NA
"45706",NA
"45707",NA
"45708",NA
"45709",NA
"45710",NA
"45711",NA
"45712",NA
"45713",NA
"45714",NA
"45715",NA
"45716",NA
"45717",NA
"45718",NA
"45719",NA
"45720",NA
"45721",NA
"45722",NA
"45723",NA
"45724",NA
"45725",NA
"45726",NA
"45727",NA
"45728",NA
"45729",NA
"45730",NA
"45731",NA
"45732",NA
"45733",NA
"45734",NA
"45735",NA
"45736",NA
"45737",NA
"45738",NA
"45739",NA
"45740",NA
"45741",NA
"45742",NA
"45743",NA
"45744",NA
"45745",NA
"45746",NA
"45747",NA
"45748",NA
"45749",NA
"45750",NA
"45751",NA
"45752",NA
"45753",NA
"45754",NA
"45755",NA
"45756",NA
"45757",NA
"45758",NA
"45759",NA
"45760",NA
"45761",NA
"45762",NA
"45763",NA
"45764",NA
"45765",NA
"45766",NA
"45767",NA
"45768",NA
"45769",NA
"45770",NA
"45771",NA
"45772",NA
"45773",NA
"45774",NA
"45775",NA
"45776",NA
"45777",NA
"45778",NA
"45779",NA
"45780",NA
"45781",NA
"45782",NA
"45783",NA
"45784",NA
"45785",NA
"45786",NA
"45787",NA
"45788",NA
"45789",NA
"45790",NA
"45791",NA
"45792",NA
"45793",NA
"45794",NA
"45795",NA
"45796",NA
"45797",NA
"45798",NA
"45799",NA
"45800",NA
"45801",NA
"45802",NA
"45803",NA
"45804",NA
"45805",NA
"45806",NA
"45807",NA
"45808",NA
"45809",NA
"45810",NA
"45811",NA
"45812",NA
"45813",NA
"45814",NA
"45815",NA
"45816",NA
"45817",NA
"45818",NA
"45819",NA
"45820",NA
"45821",NA
"45822",NA
"45823",NA
"45824",NA
"45825",NA
"45826",NA
"45827",NA
"45828",NA
"45829",NA
"45830",NA
"45831",NA
"45832",NA
"45833",NA
"45834",NA
"45835",NA
"45836",NA
"45837",NA
"45838",NA
"45839",NA
"45840",NA
"45841",NA
"45842",NA
"45843",NA
"45844",NA
"45845",NA
"45846",NA
"45847",NA
"45848",NA
"45849",NA
"45850",NA
"45851",NA
"45852",NA
"45853",NA
"45854",NA
"45855",NA
"45856",NA
"45857",NA
"45858",NA
"45859",NA
"45860",NA
"45861",NA
"45862",NA
"45863",NA
"45864",NA
"45865",NA
"45866",NA
"45867",NA
"45868",NA
"45869",NA
"45870",NA
"45871",NA
"45872",NA
"45873",NA
"45874",NA
"45875",NA
"45876",NA
"45877",NA
"45878",NA
"45879",NA
"45880",NA
"45881",NA
"45882",NA
"45883",NA
"45884",NA
"45885",NA
"45886",NA
"45887",NA
"45888",NA
"45889",NA
"45890",NA
"45891",NA
"45892",NA
"45893",NA
"45894",NA
"45895",NA
"45896",NA
"45897",NA
"45898",NA
"45899",NA
"45900",NA
"45901",NA
"45902",NA
"45903",NA
"45904",NA
"45905",NA
"45906",NA
"45907",NA
"45908",NA
"45909",NA
"45910",NA
"45911",NA
"45912",NA
"45913",NA
"45914",NA
"45915",NA
"45916",NA
"45917",NA
"45918",NA
"45919",NA
"45920",NA
"45921",NA
"45922",NA
"45923",NA
"45924",NA
"45925",NA
"45926",NA
"45927",NA
"45928",NA
"45929",NA
"45930",NA
"45931",NA
"45932",NA
"45933",NA
"45934",NA
"45935",NA
"45936",NA
"45937",NA
"45938",NA
"45939",NA
"45940",NA
"45941",NA
"45942",NA
"45943",NA
"45944",NA
"45945",NA
"45946",NA
"45947",NA
"45948",NA
"45949",NA
"45950",NA
"45951",NA
"45952",NA
"45953",NA
"45954",NA
"45955",NA
"45956",NA
"45957",NA
"45958",NA
"45959",NA
"45960",NA
"45961",NA
"45962",NA
"45963",NA
"45964",NA
"45965",NA
"45966",NA
"45967",NA
"45968",NA
"45969",NA
"45970",NA
"45971",NA
"45972",NA
"45973",NA
"45974",NA
"45975",NA
"45976",NA
"45977",NA
"45978",NA
"45979",NA
"45980",NA
"45981",NA
"45982",NA
"45983",NA
"45984",NA
"45985",NA
"45986",NA
"45987",NA
"45988",NA
"45989",NA
"45990",NA
"45991",NA
"45992",NA
"45993",NA
"45994",NA
"45995",NA
"45996",NA
"45997",NA
"45998",NA
"45999",NA
"46000",NA
"46001",NA
"46002",NA
"46003",NA
"46004",NA
"46005",NA
"46006",NA
"46007",NA
"46008",NA
"46009",NA
"46010",NA
"46011",NA
"46012",NA
"46013",NA
"46014",NA
"46015",NA
"46016",NA
"46017",NA
"46018",NA
"46019",NA
"46020",NA
"46021",NA
"46022",NA
"46023",NA
"46024",NA
"46025",NA
"46026",NA
"46027",NA
"46028",NA
"46029",NA
"46030",NA
"46031",NA
"46032",NA
"46033",NA
"46034",NA
"46035",NA
"46036",NA
"46037",NA
"46038",NA
"46039",NA
"46040",NA
"46041",NA
"46042",NA
"46043",NA
"46044",NA
"46045",NA
"46046",NA
"46047",NA
"46048",NA
"46049",NA
"46050",NA
"46051",NA
"46052",NA
"46053",NA
"46054",NA
"46055",NA
"46056",NA
"46057",NA
"46058",NA
"46059",NA
"46060",NA
"46061",NA
"46062",NA
"46063",NA
"46064",NA
"46065",NA
"46066",NA
"46067",NA
"46068",NA
"46069",NA
"46070",NA
"46071",NA
"46072",NA
"46073",NA
"46074",NA
"46075",NA
"46076",NA
"46077",NA
"46078",NA
"46079",NA
"46080",NA
"46081",NA
"46082",NA
"46083",NA
"46084",NA
"46085",NA
"46086",NA
"46087",NA
"46088",NA
"46089",NA
"46090",NA
"46091",NA
"46092",NA
"46093",NA
"46094",NA
"46095",NA
"46096",NA
"46097",NA
"46098",NA
"46099",NA
"46100",NA
"46101",NA
"46102",NA
"46103",NA
"46104",NA
"46105",NA
"46106",NA
"46107",NA
"46108",NA
"46109",NA
"46110",NA
"46111",NA
"46112",NA
"46113",NA
"46114",NA
"46115",NA
"46116",NA
"46117",NA
"46118",NA
"46119",NA
"46120",NA
"46121",NA
"46122",NA
"46123",NA
"46124",NA
"46125",NA
"46126",NA
"46127",NA
"46128",NA
"46129",NA
"46130",NA
"46131",NA
"46132",NA
"46133",NA
"46134",NA
"46135",NA
"46136",NA
"46137",NA
"46138",NA
"46139",NA
"46140",NA
"46141",NA
"46142",NA
"46143",NA
"46144",NA
"46145",NA
"46146",NA
"46147",NA
"46148",NA
"46149",NA
"46150",NA
"46151",NA
"46152",NA
"46153",NA
"46154",NA
"46155",NA
"46156",NA
"46157",NA
"46158",NA
"46159",NA
"46160",NA
"46161",NA
"46162",NA
"46163",NA
"46164",NA
"46165",NA
"46166",NA
"46167",NA
"46168",NA
"46169",NA
"46170",NA
"46171",NA
"46172",NA
"46173",NA
"46174",NA
"46175",NA
"46176",NA
"46177",NA
"46178",NA
"46179",NA
"46180",NA
"46181",NA
"46182",NA
"46183",NA
"46184",NA
"46185",NA
"46186",NA
"46187",NA
"46188",NA
"46189",NA
"46190",NA
"46191",NA
"46192",NA
"46193",NA
"46194",NA
"46195",NA
"46196",NA
"46197",NA
"46198",NA
"46199",NA
"46200",NA
"46201",NA
"46202",NA
"46203",NA
"46204",NA
"46205",NA
"46206",NA
"46207",NA
"46208",NA
"46209",NA
"46210",NA
"46211",NA
"46212",NA
"46213",NA
"46214",NA
"46215",NA
"46216",NA
"46217",NA
"46218",NA
"46219",NA
"46220",NA
"46221",NA
"46222",NA
"46223",NA
"46224",NA
"46225",NA
"46226",NA
"46227",NA
"46228",NA
"46229",NA
"46230",NA
"46231",NA
"46232",NA
"46233",NA
"46234",NA
"46235",NA
"46236",NA
"46237",NA
"46238",NA
"46239",NA
"46240",NA
"46241",NA
"46242",NA
"46243",NA
"46244",NA
"46245",NA
"46246",NA
"46247",NA
"46248",NA
"46249",NA
"46250",NA
"46251",NA
"46252",NA
"46253",NA
"46254",NA
"46255",NA
"46256",NA
"46257",NA
"46258",NA
"46259",NA
"46260",NA
"46261",NA
"46262",NA
"46263",NA
"46264",NA
"46265",NA
"46266",NA
"46267",NA
"46268",NA
"46269",NA
"46270",NA
"46271",NA
"46272",NA
"46273",NA
"46274",NA
"46275",NA
"46276",NA
"46277",NA
"46278",NA
"46279",NA
"46280",NA
"46281",NA
"46282",NA
"46283",NA
"46284",NA
"46285",NA
"46286",NA
"46287",NA
"46288",NA
"46289",NA
"46290",NA
"46291",NA
"46292",NA
"46293",NA
"46294",NA
"46295",NA
"46296",NA
"46297",NA
"46298",NA
"46299",NA
"46300",NA
"46301",NA
"46302",NA
"46303",NA
"46304",NA
"46305",NA
"46306",NA
"46307",NA
"46308",NA
"46309",NA
"46310",NA
"46311",NA
"46312",NA
"46313",NA
"46314",NA
"46315",NA
"46316",NA
"46317",NA
"46318",NA
"46319",NA
"46320",NA
"46321",NA
"46322",NA
"46323",NA
"46324",NA
"46325",NA
"46326",NA
"46327",NA
"46328",NA
"46329",NA
"46330",NA
"46331",NA
"46332",NA
"46333",NA
"46334",NA
"46335",NA
"46336",NA
"46337",NA
"46338",NA
"46339",NA
"46340",NA
"46341",NA
"46342",NA
"46343",NA
"46344",NA
"46345",NA
"46346",NA
"46347",NA
"46348",NA
"46349",NA
"46350",NA
"46351",NA
"46352",NA
"46353",NA
"46354",NA
"46355",NA
"46356",NA
"46357",NA
"46358",NA
"46359",NA
"46360",NA
"46361",NA
"46362",NA
"46363",NA
"46364",NA
"46365",NA
"46366",NA
"46367",NA
"46368",NA
"46369",NA
"46370",NA
"46371",NA
"46372",NA
"46373",NA
"46374",NA
"46375",NA
"46376",NA
"46377",NA
"46378",NA
"46379",NA
"46380",NA
"46381",NA
"46382",NA
"46383",NA
"46384",NA
"46385",NA
"46386",NA
"46387",NA
"46388",NA
"46389",NA
"46390",NA
"46391",NA
"46392",NA
"46393",NA
"46394",NA
"46395",NA
"46396",NA
"46397",NA
"46398",NA
"46399",NA
"46400",NA
"46401",NA
"46402",NA
"46403",NA
"46404",NA
"46405",NA
"46406",NA
"46407",NA
"46408",NA
"46409",NA
"46410",NA
"46411",NA
"46412",NA
"46413",NA
"46414",NA
"46415",NA
"46416",NA
"46417",NA
"46418",NA
"46419",NA
"46420",NA
"46421",NA
"46422",NA
"46423",NA
"46424",NA
"46425",NA
"46426",NA
"46427",NA
"46428",NA
"46429",NA
"46430",NA
"46431",NA
"46432",NA
"46433",NA
"46434",NA
"46435",NA
"46436",NA
"46437",NA
"46438",NA
"46439",NA
"46440",NA
"46441",NA
"46442",NA
"46443",NA
"46444",NA
"46445",NA
"46446",NA
"46447",NA
"46448",NA
"46449",NA
"46450",NA
"46451",NA
"46452",NA
"46453",NA
"46454",NA
"46455",NA
"46456",NA
"46457",NA
"46458",NA
"46459",NA
"46460",NA
"46461",NA
"46462",NA
"46463",NA
"46464",NA
"46465",NA
"46466",NA
"46467",NA
"46468",NA
"46469",NA
"46470",NA
"46471",NA
"46472",NA
"46473",NA
"46474",NA
"46475",NA
"46476",NA
"46477",NA
"46478",NA
"46479",NA
"46480",NA
"46481",NA
"46482",NA
"46483",NA
"46484",NA
"46485",NA
"46486",NA
"46487",NA
"46488",NA
"46489",NA
"46490",NA
"46491",NA
"46492",NA
"46493",NA
"46494",NA
"46495",NA
"46496",NA
"46497",NA
"46498",NA
"46499",NA
"46500",NA
"46501",NA
"46502",NA
"46503",NA
"46504",NA
"46505",NA
"46506",NA
"46507",NA
"46508",NA
"46509",NA
"46510",NA
"46511",NA
"46512",NA
"46513",NA
"46514",NA
"46515",NA
"46516",NA
"46517",NA
"46518",NA
"46519",NA
"46520",NA
"46521",NA
"46522",NA
"46523",NA
"46524",NA
"46525",NA
"46526",NA
"46527",NA
